ato,source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,‘4a. Member States may allow the functions assigned to the audit committee relating to sustainability reporting and relating to the assurance of sustainability reporting to be performed by the administrative or supervisory body as a whole or by a dedicated body established by the administrative or supervisory body.’;
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,‘4a. Member States may allow the functions assigned to the audit committee relating to sustainability reporting and relating to the assurance of sustainability reporting to be performed by the administrative or supervisory body as a whole or by a dedicated body established by the administrative or supervisory body.’;
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit and, where applicable, of the outcome of the assurance of sustainability reporting and explain how the statutory audit and the assurance of sustainability reporting contributed to the integrity of financial reporting and sustainability reporting respectively, and what the role of the audit committee was in that process;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audited,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit and, where applicable, of the outcome of the assurance of sustainability reporting and explain how the statutory audit and the assurance of sustainability reporting contributed to the integrity of financial reporting and sustainability reporting respectively, and what the role of the audit committee was in that process;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"monitor the financial and, where applicable, sustainability reporting process, including the electronic reporting process as referred to in Article 29d of Directive 2013/34/EU and the process carried out by the undertaking to identify the information reported in accordance with the sustainability reporting standards adopted pursuant to Article 29b of that Directive, and submit recommendations or proposals to ensure their integrity;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"monitor the effectiveness of the undertaking’s internal quality control and risk management systems and, where applicable, its internal audit, regarding the financial reporting and, where applicable, sustainability reporting of the undertaking, including its electronic reporting process as referred to in Article 29d of Directive 2013/34/EU, without breaching its independence;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,"monitor the effectiveness of the undertaking’s internal quality control and risk management systems and, where applicable, its internal audit, regarding the financial reporting and, where applicable, sustainability reporting of the undertaking, including its electronic reporting process as referred to in Article 29d of Directive 2013/34/EU, without breaching its independence;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"monitor the statutory audit of the annual and consolidated financial statements and, where applicable, the assurance of the annual and consolidated sustainability reporting, in particular its performance, taking into account any findings and conclusions by the competent authority pursuant to Article 26(6) of Regulation (EU) No 537/2014;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,"monitor the statutory audit of the annual and consolidated financial statements and, where applicable, the assurance of the annual and consolidated sustainability reporting, in particular its performance, taking into account any findings and conclusions by the competent authority pursuant to Article 26(6) of Regulation (EU) No 537/2014;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"review and monitor the independence of the statutory auditors or the audit firms in accordance with Articles 22, 22a, 22b, 24a, 24b, 25b, 25c and 25d of this Directive and with Article 6 of Regulation (EU) No 537/2014, and in particular the appropriateness of the provision of non-audit services to the audited entity in accordance with Article 5 of that Regulation;’;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"‘1. The competent authorities of a Member State shall, in accordance with Articles 15, 16 and 17 of this Directive, register every third-country auditor and audit entity, where that third-country auditor or audit entity provides an audit report concerning the annual or consolidated financial statements, or, where applicable, an assurance report concerning the annual or consolidated sustainability reporting of an undertaking incorporated outside the Union whose transferable securities are admitte"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,(EU ETS )?(lead )?auditor,auditor,"‘1. The competent authorities of a Member State shall, in accordance with Articles 15, 16 and 17 of this Directive, register every third-country auditor and audit entity, where that third-country auditor or audit entity provides an audit report concerning the annual or consolidated financial statements, or, where applicable, an assurance report concerning the annual or consolidated sustainability reporting of an undertaking incorporated outside the Union whose transferable securities are admitte"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"‘4. Without prejudice to Article 46, audit reports concerning annual accounts or consolidated accounts or, where applicable, the assurance reports concerning annual or consolidated sustainability reporting referred to in paragraph 1 of this Article issued by third-country auditors or audit entities that are not registered in the Member State shall have no legal effect in that Member State."
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,(EU ETS )?(lead )?auditor,auditor,"‘4. Without prejudice to Article 46, audit reports concerning annual accounts or consolidated accounts or, where applicable, the assurance reports concerning annual or consolidated sustainability reporting referred to in paragraph 1 of this Article issued by third-country auditors or audit entities that are not registered in the Member State shall have no legal effect in that Member State."
