screening_id,source_celex,amended_act,article,carrier_section,provision_type,candidate_mechanism,semantic_role,matched_pattern,matched_keyword,screening_confidence,evidence_text
SCR-00988,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"5. A national accreditation body shall be entrusted with the operation of accreditation as a public authority activity and be granted formal recognition by the Member State, if accreditation is not operated directly by public authorities."
SCR-00989,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"6. For the purposes of this Regulation, the national accreditation body shall carry out its functions in accordance with the requirements set out in the harmonised standard referred to in Annex III."
SCR-00990,32018R2067,,Article 56,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,Cross-border accreditation
SCR-00991,32018R2067,,Article 56,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"Where a Member State considers that it is economically not meaningful or sustainable to appoint a national accreditation body or to provide accreditation services within the meaning of Article 15 of Directive 2003/87/EC, that Member State shall have recourse to a national accreditation body of another Member State."
SCR-00992,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,1. The national accreditation body shall be organised in a manner that guarantees its full independence from verifiers it assesses and its impartiality in carrying out its accreditation activities.
SCR-00993,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. For that purpose, the national accreditation body shall not offer or provide any activities or services provided by a verifier, nor shall it provide consultancy services, own shares in or otherwise have a financial or managerial interest in a verifier."
SCR-00994,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"3. Without prejudice to Article 55(2), the structure, responsibilities and tasks of the national accreditation body shall be clearly distinguished from those of the competent authority and those of other national authorities."
SCR-00995,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,4. The national accreditation body shall take all final decisions pertaining to the accreditation of verifiers.
SCR-00996,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"However, the national accreditation body may sub-contract certain activities, subject to the requirements set out in the harmonised standard referred to in Annex III."
SCR-00997,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,1. The national accreditation body shall appoint an assessment team for each particular assessment.
SCR-00998,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,"2. An assessment team shall consist of a lead assessor and, where necessary, a suitable number of assessors or technical experts for a specific scope of accreditation."
SCR-00999,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,"The assessment team shall include at least one person with the knowledge of the monitoring and reporting of greenhouse gas emissions pursuant to Implementing Regulation (EU) 2018/2066 that are relevant for the scope of accreditation and the competence and understanding required to assess the verification activities within the installation or aircraft operator for that scope, and at least one person with the knowledge of relevant national legislation and guidance."
SCR-01000,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"Where the national accreditation body assesses the verifier's competence and performance for scope no 98 referred to in Annex I of this Regulation, the assessment team shall include in addition at least one person with the knowledge of collecting, monitoring and reporting data relevant for free allocation pursuant to Delegated Regulation (EU) .../... as well as the competence and understanding required to assess the verification activities for that scope."
